0,0.35386,0.43597,0.52549,0.30392,0.72549
0.016666667,0.35679,0.43206,0.51961,0.33529,0.67059
0.033333333,0.35875,0.42815,0.51569,0.37451,0.6098
0.05,0.36168,0.42424,0.50588,0.41961,0.55098
0.066666667,0.36364,0.42131,0.5098,0.44902,0.5
0.083333333,0.36559,0.41838,0.50588,0.48039,0.4549
0.1,0.36657,0.4174,0.51569,0.5098,0.4098
0.116666667,0.36852,0.41642,0.51569,0.51961,0.3902
0.133333333,0.36852,0.41544,0.51961,0.53529,0.37451
0.15,0.36852,0.41447,0.51961,0.5451,0.35882
0.166666667,0.36852,0.41251,0.52549,0.5451,0.3549
0.183333333,0.36755,0.41153,0.52549,0.5549,0.34902
0.2,0.36657,0.40958,0.53529,0.55098,0.3549
0.216666667,0.36559,0.40762,0.52941,0.5451,0.36471
0.233333333,0.36168,0.40665,0.52549,0.5451,0.3549
0.25,0.35875,0.40665,0.53529,0.5451,0.36471
0.266666667,0.35288,0.40665,0.52549,0.5451,0.37451
0.283333333,0.34702,0.40762,0.51961,0.53529,0.37059
0.3,0.34115,0.4086,0.51961,0.52941,0.3902
0.316666667,0.33431,0.4086,0.51961,0.52941,0.3902
0.333333333,0.32747,0.41056,0.51569,0.52941,0.3902
0.35,0.3216,0.41153,0.51961,0.51961,0.39412
0.366666667,0.31183,0.41153,0.51569,0.51961,0.40392
0.383333333,0.30303,0.41056,0.51961,0.51961,0.40392
0.4,0.29228,0.4086,0.51569,0.51961,0.4
0.416666667,0.28152,0.40665,0.51961,0.52549,0.39412
0.433333333,0.26882,0.40469,0.51569,0.52941,0.38431
0.45,0.25611,0.40469,0.51961,0.52941,0.38431
0.466666667,0.24242,0.40567,0.51569,0.52941,0.38039
0.483333333,0.22874,0.4086,0.51961,0.51961,0.3902
0.5,0.21799,0.41251,0.52941,0.51569,0.40392
0.516666667,0.20626,0.42033,0.5549,0.5,0.41961
0.533333333,0.19648,0.43206,0.56471,0.50588,0.41961
0.55,0.18768,0.45259,0.57451,0.49412,0.42549
0.566666667,0.17791,0.4741,0.5451,0.5,0.42549
0.583333333,0.16911,0.4956,0.52941,0.5098,0.4
0.6,0.16129,0.51808,0.5,0.51961,0.3902
0.616666667,0.15347,0.5347,0.4902,0.51569,0.40392
0.633333333,0.14663,0.55034,0.47451,0.51569,0.41961
0.65,0.14076,0.56403,0.47059,0.5,0.42941
0.666666667,0.13685,0.57576,0.47451,0.5,0.43529
0.683333333,0.13294,0.58456,0.49412,0.5098,0.42941
0.7,0.13001,0.59238,0.50588,0.51961,0.41569
0.716666667,0.1261,0.59629,0.51961,0.52549,0.4098
0.733333333,0.12414,0.59922,0.51569,0.51961,0.41569
0.75,0.12121,0.60117,0.51569,0.51961,0.41961
0.766666667,0.11926,0.60215,0.5549,0.52549,0.40392
0.783333333,0.11632,0.60313,0.6451,0.55098,0.34902
0.8,0.11437,0.60313,0.55098,0.38431,0.6549
0.816666667,0.11241,0.60117,0.052941,-0.092157,1.5039
0.833333333,0.11046,0.59824,-0.50196,-0.43725,1.5039
0.85,0.1085,0.59335,-0.41176,-0.05098,1.5039
0.866666667,0.10655,0.58553,0.2,0.4549,0.66078
0.883333333,0.10557,0.57771,0.43922,0.52941,0.42941
0.9,0.10166,0.57185,0.50588,0.51961,0.41961
0.916666667,0.098729,0.56207,0.53922,0.52549,0.40392
0.933333333,0.094819,0.54741,0.56471,0.52549,0.38431
0.95,0.089932,0.53372,0.58039,0.5451,0.34902
0.966666667,0.086022,0.52102,0.59608,0.5549,0.33922
0.983333333,0.082111,0.50929,0.58039,0.53922,0.3549
1,0.078201,0.50244,0.56471,0.52941,0.38039
1.016666667,0.075269,0.49756,0.5549,0.53529,0.38039
1.033333333,0.070381,0.4956,0.5549,0.51961,0.3902
1.05,0.065494,0.49462,0.5451,0.51961,0.40392
1.066666667,0.060606,0.49365,0.53922,0.51961,0.39412
1.083333333,0.054741,0.49365,0.53922,0.5098,0.40392
1.1,0.048876,0.49365,0.52941,0.4902,0.42941
1.116666667,0.043988,0.49169,0.51961,0.48431,0.43529
1.133333333,0.038123,0.48876,0.51961,0.49412,0.43922
1.15,0.033236,0.4868,0.52549,0.47059,0.46078
1.166666667,0.028348,0.48387,0.53529,0.4549,0.48431
1.183333333,0.024438,0.48094,0.53922,0.43922,0.51569
1.2,0.022483,0.47801,0.52549,0.41961,0.55098
1.216666667,0.01955,0.47507,0.51961,0.38431,0.60588
1.233333333,0.01955,0.47116,0.51569,0.3549,0.6549
1.25,0.018573,0.46823,0.5098,0.32353,0.69608
1.266666667,0.01955,0.46334,0.5,0.30392,0.72549
1.283333333,0.021505,0.45846,0.5,0.29412,0.74118
1.3,0.02346,0.45357,0.4902,0.28431,0.75098
1.316666667,0.026393,0.44868,0.4902,0.2902,0.74118
1.333333333,0.030303,0.44379,0.47451,0.3098,0.71569
1.35,0.035191,0.43891,0.48431,0.33922,0.66471
1.366666667,0.042033,0.435,0.48431,0.38039,0.60588
1.383333333,0.049853,0.43109,0.4902,0.42549,0.5451
1.4,0.060606,0.4262,0.48431,0.46471,0.47451
1.416666667,0.070381,0.42326,0.5,0.5,0.42941
1.433333333,0.082111,0.42033,0.5098,0.51961,0.38431
1.45,0.094819,0.41838,0.51961,0.5451,0.3451
1.466666667,0.10753,0.41642,0.52549,0.56471,0.31961
1.483333333,0.12121,0.41447,0.52549,0.58039,0.3098
1.5,0.13392,0.41447,0.52549,0.58039,0.3098
1.516666667,0.14663,0.41349,0.52941,0.57059,0.3098
1.533333333,0.15934,0.41251,0.52549,0.57451,0.30392
1.55,0.17107,0.41251,0.51961,0.5902,0.29412
1.566666667,0.18475,0.41251,0.51569,0.58039,0.3
1.583333333,0.19746,0.41251,0.50588,0.56471,0.32941
1.6,0.21114,0.41251,0.5,0.57059,0.32941
1.616666667,0.22581,0.41349,0.5,0.57059,0.32353
1.633333333,0.23754,0.41544,0.50588,0.56078,0.33922
1.65,0.25024,0.4174,0.5098,0.56471,0.32941
1.666666667,0.26197,0.41935,0.51569,0.56471,0.33529
1.683333333,0.2737,0.42033,0.5,0.56078,0.33922
1.7,0.28446,0.42131,0.50588,0.56471,0.33922
1.716666667,0.29521,0.42131,0.50588,0.5549,0.33922
1.733333333,0.30596,0.42033,0.5,0.56078,0.33922
1.75,0.31672,0.41935,0.5,0.56471,0.33529
1.766666667,0.32845,0.41642,0.50588,0.56078,0.32941
1.783333333,0.34018,0.41447,0.5,0.57059,0.31961
1.8,0.35191,0.41349,0.5098,0.56471,0.32941
1.816666667,0.36364,0.41349,0.50588,0.56471,0.33529
1.833333333,0.37439,0.41642,0.53529,0.56078,0.33922
1.85,0.38514,0.42131,0.5549,0.5451,0.3549
1.866666667,0.39394,0.42815,0.57059,0.53529,0.36471
1.883333333,0.40371,0.43695,0.5549,0.55098,0.3451
1.9,0.41447,0.45064,0.53922,0.5451,0.33529
1.916666667,0.42522,0.46823,0.5,0.56078,0.31373
1.933333333,0.43793,0.4868,0.48431,0.57059,0.3098
1.95,0.44966,0.50538,0.46471,0.57059,0.31373
1.966666667,0.46139,0.52395,0.46078,0.56471,0.32941
1.983333333,0.47312,0.54154,0.46471,0.57059,0.31961
2,0.48387,0.55816,0.46078,0.56078,0.33529
2.016666667,0.4956,0.57185,0.47451,0.57451,0.3098
2.033333333,0.50831,0.58162,0.47451,0.58039,0.3098
2.05,0.52199,0.58749,0.47059,0.5902,0.30392
2.066666667,0.53568,0.59042,0.46471,0.58039,0.3098
2.083333333,0.55034,0.59042,0.47451,0.58039,0.31373
2.1,0.56696,0.5914,0.56471,0.59608,0.26471
2.116666667,0.5826,0.59042,0.58431,0.49412,0.4549
2.133333333,0.59922,0.58944,0.23922,0.084314,1.2078
2.15,0.61681,0.58651,-0.38824,-0.41765,1.5039
2.166666667,0.63245,0.5826,-0.50196,-0.42353,1.5039
2.183333333,0.64712,0.57771,0.029412,0.37451,0.82549
2.2,0.66178,0.57087,0.39412,0.60588,0.33529
2.216666667,0.67546,0.56305,0.47451,0.57451,0.31373
2.233333333,0.69013,0.5523,0.48039,0.56078,0.33529
2.25,0.70381,0.54057,0.5,0.57059,0.31373
2.266666667,0.71848,0.52884,0.5098,0.57059,0.3098
2.283333333,0.73314,0.51711,0.51961,0.57059,0.30392
2.3,0.74682,0.50733,0.52549,0.57059,0.3098
2.316666667,0.76051,0.49756,0.51961,0.5549,0.31373
2.333333333,0.77322,0.48778,0.50588,0.56078,0.3098
2.35,0.78592,0.47996,0.49412,0.5451,0.33529
2.366666667,0.79863,0.4741,0.4902,0.5549,0.33529
2.383333333,0.81232,0.47019,0.49412,0.53922,0.34902
2.4,0.826,0.46823,0.5,0.53529,0.36471
2.416666667,0.83969,0.46725,0.48431,0.52549,0.37451
2.433333333,0.85435,0.46628,0.47451,0.5098,0.40392
2.45,0.86999,0.46432,0.48039,0.5,0.42549
2.466666667,0.88465,0.46041,0.4902,0.48039,0.44902
2.483333333,0.90029,0.4565,0.4902,0.46471,0.48039
2.5,0.91496,0.45259,0.49412,0.4451,0.51569
2.516666667,0.92864,0.4477,0.47451,0.4098,0.57059
2.533333333,0.94135,0.44379,0.46078,0.38431,0.6098
2.55,0.95503,0.43891,0.4451,0.33922,0.67647
2.566666667,0.96774,0.43304,0.42941,0.3098,0.73137
2.583333333,0.98143,0.43011,0.42941,0.28431,0.77647
2.6,0.9912,0.42717,0.42549,0.26471,0.8
2.616666667,1,0.42522,0.42549,0.26471,0.8
2.633333333,1,0.42229,0.42941,0.26863,0.8
2.65,1,0.41935,0.4098,0.27843,0.77647
2.666666667,1,0.4174,0.40392,0.32353,0.71569
2.683333333,1,0.41544,0.42941,0.36471,0.65098
2.7,1,0.41349,0.47059,0.4098,0.58431
2.716666667,1,0.41251,0.5,0.4549,0.50588
2.733333333,1,0.41153,0.53922,0.50588,0.43529
2.75,1,0.41153,0.56471,0.5451,0.37059
2.766666667,1,0.41153,0.59608,0.57059,0.32941
